BÁO CÁO QUY ĐỔI CONVERSION ITEM MASTER,,,,,,,,,,,,,,
Item No,Item Name,UOM1,UOM2,UOM Conversion,UOM Piece,Type Item,Tấn/ UOM Conversion,M3/ UOM Conversion,UOM Conversion / Pallet,UOM Conv / Pal Layer,UOM2/UOM1,UOM Conv/Piece,Pallet chồng đôi,Item Status
AHBO085,Hương cà phê 882450FBX0504 FIR,Kgs,,Kgs,,RM,0.001,0.00222,600,,1,,,Active
AHBO086,Hương vanilla A1380829 Man,Kgs,,Kgs,,RM,0.001,0.00222,600,,1,,,Active
AHBO087,Hương cooling S126630 Giv,Kgs,,Kgs,,RM,0.001,0.00222,600,,1,,,Active
AHBO088,Hương mực bột P-143515,Kgs,,Kgs,,RM,0.001,0.0015984,750,,1,,,Active
VKH0122,Tem truy vết chai Nhị Ca 500ml,Cai,,Cai,,PG,,,,,1,,,Active
BGTM219,Thùng carton OMC Sườn bloc (375 x 230 x 223)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTM221,Thùng carton OMC Tôm bloc (375 x 230 x 223)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTA127,Thùng NMCS 3 Ngon MN 240ml (310x210x200)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTA128,Thùng NMCS 3 Ngon MB 240ml (310x210x200)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTC037,Thùng carton cháo Komi thịt bằm MN (550 x 290 x 135)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGTM320,Thùng mì Sagami Red Tom Yum đặc biệt MN (385x105x330)mm,Cai,,Cai,,PG,,,,,1,,,Active
BKLO007,Lon nhôm Lemona 330ml (206),Cai,,Cai,,PG,,,,,1,,,Active
97KM149,Bảng kệ cháo Komi (200x380)mm,Tam,,Tam,,POSM,0.00012,0.000032,,,1,,,Active
97KM150,Bình nước cá nhân 750ml,Cai,,Cai,,POSM,,,,,1,,,Active
97KM152,"Ly thủy tinh 380ml trơn, có quai, chữ ""Tâm""",Cai,,Cai,,POSM,0.00048,0.001051,,,1,,,Active
97KM153,"Ly thủy tinh 380ml trơn, có quai, chữ ""Giao""",Cai,,Cai,,POSM,0.00048,0.001051,,,1,,,Active
97KM154,"Ly thủy tinh 380ml trơn, có quai, chữ ""Hợp""",Cai,,Cai,,POSM,0.00048,0.001051,,,1,,,Active
97KM155,"Ly thủy tinh 380ml trơn, có quai, chữ ""Gu""",Cai,,Cai,,POSM,0.00048,0.001051,,,1,,,Active
97KM160,Hộp giấy ly bia KM (80x170x140)mm,Cai,,Cai,,POSM,,,,,1,,,Active
97KM162,Bảng kệ cháo Komi lớn (200x410)mm,Tam,,Tam,,POSM,0.00010625,0.0000218,,,1,,,Active
97KM163,Rổ nhựa (460x300x105)mm,Cai,,Cai,,POSM,,,,,1,,,Active
97KM164,Bảng rổ nhựa (240x240)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM167,Bảng kệ Hiện đại HN Nam Ngư 3 vị (1090x340)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM168,Bảng kệ Hiện đại HN Nam Ngư 3 vị (700x300)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM169,"Wobbler cây cắm HN Nam Ngư 3 vị (dài 300mm, bảng 150x150)",Tam,,Tam,,POSM,,,,,1,,,Active
97KM170,Bảng kệ Kokomi & HN Nam Ngư 3 vị (200x380)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM172,Wobbler kệ Hiện đại Sagami Red (150x150)mm,Tam,,Tam,,POSM,0.00014,0.000603,,,1,,,Active
97KM173,Bảng kệ Onelook Sagami Red (300x450)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM174,Bảng kệ Sagami Red (200x408)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM175,Bảng kệ Omachi 2tầng & Sagami Red (200x380)mm,Tam,,Tam,,POSM,,,,,1,,,Active
97KM176,Thùng đá 38Lit (490x360x370)mm,Cai,,Cai,,POSM,,,,,1,,,Active
97KM177,Hũ nhựa hạt nêm Nam Ngư nêm ngon 3 vị 250ml,Cai,,Cai,,POSM,0.000025,0.0004,,,1,,,Active
97KM178,Hộp nhựa 1.8Lit,Cai,,Cai,,POSM,0.0002083,0.0034,,,1,,,Active
97KM179,Bếp từ Sunhouse SHD6862,Cai,,Cai,,POSM,0.003,0.01269,,,1,,,Active
97KM181,Hộp giấy cà phê Wake up đen đá 2in1 (105x70x150)mm,Cai,,Cai,,POSM,0.00004,0.0001,,,1,,,Active
97KM182,Bảng gỗ Wake Up 2in1 (800x500)mm,Cai,,Cai,,POSM,0.002,0.004,,,1,,,Active
97KM183,Ly thủy tinh Luminarc Vigne G2571 290ml,Cai,,Cai,,POSM,0.00025,0.000709,,,1,,,Active
97KM184,Ly thủy tinh GPC MT12-7 (VCF),Cai,,Cai,,POSM,0.0001917,0.0005,,,1,,,Active
97KM186,Bảng cơ cấu trưng bày kệ Hiện đại (200 x 200)mm,Cai,,Cai,,POSM,0.00003,0.000106,,,1,,,Active
97KM188,Topboard Storm (250x410)mm,Cai,,Cai,,POSM,,,,,1,,,Active
99DA192,Gói dầu mì Sagami Red Lẩu tôm cua Hải Dương,Goi,,Goi,,IP,,,,,1,,,Active
99HH094,BTP dầu lỏng húng quế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99RA050,Gói rau mì Omachi Chef xốt Cua Alaska,Goi,,Goi,,IP,,,,,1,,,Active
99VH034,BTP nước khoáng Lemona lon 330ml (HNP),Lit,,Lit,,IP,,,,,1,,,Active
AHNU152,Hương chocolate 590310 T,Kgs,,Kgs,,RM,0.001,,600,,1,,,Active
AKNS034,Bắp hạt sấy,Kgs,,Kgs,,RM,0.001,0.0050048,350,,1,,,Active
AMB1047,Màng BOPP cuộn 12000m x 925mm x 19µm,Cuo,Met,Met,,RM,,,,,0,,,Active
AMV1010,Màng MPET cuộn 12000m x 925mm x 12µm,Cuo,Met,Met,,RM,,,,,0,,,Active
BGBL00082,Vách ngăn (350x185)mm,Cai,,Cai,,PG,0.0000189,0.00015295,"4,800",,1,,,Active
97KM00532,Nhãn decal túi ngũ cốc KM muỗng sứ (30x500)mm,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00531,Bộ hộp giấy 2 muỗng sứ KM (45x32x135)mm,Bo,,Bo,,POSM,0.000082143,0.00020884,,,1,,,Active
97KM00803,Áo khoác Kokomi miền Bắc,Cai,,Cai,,POSM,0.00041,0.002378,200,,1,,,Active
97KM00806,Hộp đèn bia Sư Tử Trắng,Cai,,Cai,,POSM,0.000191667,0.000266933,,,1,,,Active
BGST00561,Sticker thùng NT Chinsu Tỏi ớt XK Russia (Venta) 250ml (170x105)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM00805,Thùng đá Sư Tử Trắng 85Lit,Cai,,Cai,,POSM,0.01,0.123552,,,1,,,Active
BGST00560,Sticker chai NT Chinsu Tỏi ớt XK Russia (Venta) 250ml (85x50)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM00804,Thùng đá Sư Tử Trắng 55Lit,Cai,,Cai,,POSM,0.0049,0.093138,,,1,,,Active
PRMS00248,Premix PR00248,Kgs,,Kgs,,RM,0.001,0.00179985,200,,1,,,Active
AEGH00044,Coreactant F,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM00812,Áo sơ mi đồng phục,Cai,,Cai,,POSM,0.00015,0.00075,50,,1,,,Active
97KM00800,Dù cán dài Kokomi 85cm,Cai,,Cai,,POSM,0.00038,0.0013552,800,,1,,,Active
97KM00807,Hộp nhựa Kiwi nhỏ 100405,Cai,,Cai,,POSM,,,,,1,,,Active
99M300314,BTP3 màng dầu Kokomi Gà sợi phở,Met,M2,M2,,IP,,,,,1,,,Active
99M300312,BTP3 màng mì Kokomi Gà sợi phở,Met,M2,M2,,IP,,,,,1,,,Active
97KM00802,Lịch block đại - Tết 2017,Cai,,Cai,,POSM,0.003357143,0.006603,196,,1,,,Active
97KM00797,Áo khoác bia Sư Tử Trắng Super Special,Cai,,Cai,,POSM,0.00041,0.002378,200,,1,,,Active
97KM00809,Thố mứt Nữ Hoàng HR113,Cai,,Cai,,POSM,,,,,1,,,Active
AEGH00043,Keo Adcote 545S,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM00811,Chén chấm 4inch,Cai,,Cai,,POSM,,,,,1,,,Active
BGNA00918,Nhãn giấy NM Nam Ngư XK Myanmar mặt sau 750ml (39x138)mm,Cai,,Cai,,PG,,,,,1,,,Active
99M300313,BTP3 màng nêm Kokomi Gà sợi phở,Met,M2,M2,,IP,,,,,1,,,Active
97KM00799,Áo khoác Kokomi Miền Nam,Cai,,Cai,,POSM,0.00041,0.002378,300,,1,,,Active
99M100443,BTP1 màng mì Kokomi Gà sợi phở,Met,M2,M2,,IP,,,,,1,,,Active
97KM00801,Áo mưa Kokomi,Cai,,Cai,,POSM,0.0007,0.0009,,,1,,,Active
97KM00808,Hộp nhựa Kiwi trung 100406,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00813,"Áo thun ""Tôi yêu Vĩnh Hảo""",Cai,,Cai,,POSM,0.000233333,0.00058,"2,100",,1,,,Active
99M100445,BTP1 màng dầu Kokomi Gà sợi phở,Met,M2,M2,,IP,,,,,1,,,Active
99M100444,BTP1 màng nêm Kokomi Gà sợi phở,Met,M2,M2,,IP,,,,,1,,,Active
97KM00810,Tô thủy tinh PM-7B/12,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00798,Áo khoác nước tăng lực Wake Up 247 Miền Bắc,Cai,,Cai,,POSM,0.00041,0.002378,,,1,,,Active
97KM00815,Chảo cao cấp Lock & Lock 20cm,Cai,,Cai,,POSM,0.0002485,0.001107,"1,400",,1,,,Active
AHNU00174,Hương ớt S1805196,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
BGTV00091,Thùng carton NK Vĩnh Hảo có gas tự nhiên 500ml (386x260x228)mm,Cai,,Cai,,PG,0.00032,0.0022,"2,200",,1,,,Active
AHNU00175,Hương ngò gai GF160616-1,Kgs,,Kgs,,RM,0.001,0.0014872,500,,1,,,Active
97KM00817,Gối chữ U Wake up 247,Cai,,Cai,,POSM,,,,,1,,,Active
06KM00153,Đồng hồ đeo tay Kokomi,Cai,,Cai,,POSM,,,,,1,,,Active
AHNU00173,Hương sả GF090415-2,Kgs,,Kgs,,RM,0.001,0.0014872,500,,1,,,Active
BGNN00104,Nhãn nhựa NK Vĩnh Hảo có gas tự nhiên 500ml (70x103)mm,Cuo,Cai,Cai,,PG,9.24E-07,1.70E-06,"571,400",,0,,,Active
APHC00055,Provian A,Kgs,,Kgs,,RM,0.001,0.0017745,"1,000",,1,,,Active
97KM00816,Ca nhựa cách nhiệt Wake Up 247 - 3Lit,Cai,,Cai,,POSM,0.00048,0.001785,200,,1,,,Active
ABGV00062,Bột gia vị bò kho,Kgs,,Kgs,,RM,0.001,0.002273438,500,,1,,,Active
BGBL00135,Hanger cà phê Buôn Mê Thuột (360x100)mm,Cai,,Cai,,POSM,,,"10,160",,1,,,Active
97KM00822,Cặp ly thủy tinh bia Sư Tử Trắng,Cap,,Cap,,POSM,0.001333333,0.003885,360,,1,,,Active
BGBL00136,Hanger cà phê Chất Sài Gòn (360x100)mm,Cai,,Cai,,POSM,,,"10,160",,1,,,Active
NLNL00007,Gas CO2 khí nén hóa lỏng thu hồi,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM00819,Bộ Ly thủy tinh Chinsu Luminarc Salto 350ml,Bo,,Bo,,POSM,0.0016,0.005234625,"1,680",,1,,,Active
PRMS00255,Premix PR00255,Kgs,,Kgs,,RM,0.001,,640,,1,,,Active
ANDA00027,Tương dầu nấu bò kho,Kgs,,Kgs,,RM,0.001,0.001063111,500,,1,,,Active
97KM00820,Hộp quà Bộ chén đũa Chin-su Tết,Hop,,Hop,,POSM,0.001875,0.009130078,210,,1,,,Active
APPG00273,Bột trợ lọc Celite 577,Kgs,,Kgs,,RM,0.001,,480,,1,,,Active
02KK00459,Mì Kokomi Pro canh chua tôm KM 1chai TO CHIN-SU 250gr - 30gói x 82gr,Goi,Thu,Thu,Goi,FG,2.91E-03,0.01437502,78,6,30,30,Y,Active
BGTM01525,Thùng carton mì Kokomi Pro bò kim chi KM 1chai TO CHIN-SU 250gr - 75gr (355x104x350)mm,Cai,,Cai,,PG,,,"1,800",,1,,,Active
BGTM01523,Thùng carton mì Kokomi Đại Bò hầm rau thơm MB KM 1chai TO CHIN-SU 250gr - 75gr (367x102x349)mm,Cai,,Cai,,PG,,,980,,1,,,Active
97KM00818,StanDee Cà phê De Nam,Cai,,Cai,,POSM,,,,,1,,,Active
BGTM01524,Thùng carton mì Kokomi Pro tôm cay sa tế KM 1chai TO CHIN-SU 250gr - 75gr (355x104x350)mm,Cai,,Cai,,PG,,,"1,800",,1,,,Active
APPG00274,Bột trợ lọc Celite 503RV,Kgs,,Kgs,,RM,0.001,,480,,1,,,Active
03NT00380,Nước tương Tam Thái Tử Nhất ca iode 4bl x 6chai x 500ml,Blo,Thu,Thu,Cha,FG,0.0143,0.0297528,54,9,4,24,Y,Active
06KM00152,Nắp nhựa rời,Cai,,Cai,,POSM,,,,,1,,,Active
02KK00457,Mì Kokomi Pro tôm cay sa tế KM 1chai TO CHIN-SU 250gr - 30gói x 75gr,Goi,Thu,Thu,Goi,FG,2.76E-03,0.01437502,78,6,30,30,Y,Active
02KK00458,Mì Kokomi Pro bò kim chi KM 1chai TO CHIN-SU 250gr - 30gói x 75gr,Goi,Thu,Thu,Goi,FG,2.76E-03,0.01437502,78,6,30,30,Y,Active
08CF00354,Cà phê VCF sữa (vàng) XK Hoa Hỉ 20bịch x 24gói x 20gr,Bic,Thu,Thu,Goi,FG,0.0112,0.0309375,48,,20,480,Y,Active
04MS00503,Màng mì Sagami Hải sản canh chua MN (1800m x 280mm x 44µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS00504,Màng mì Sagami Bò hầm ngũ vị (1800m x 280mm x 44µm),Cuo,Met,Met,,PG,,,,,0,,,Active
04MS00508,Màng dầu Lovemi hương vị xốt Tôm hùm sa tế (1300m x 96mm x 62µm),Cuo,Met,Met,,PG,,,,,0,,,Active
97KM00331,"Quạt Asia 40W, Model: B12005X",Cai,,Cai,,POSM,0.0026,0.05217,,,1,,,Active
97KM00332,Điện thoại Samsung SM - G360H,Cai,,Cai,,POSM,,,,,1,,,Active
98VH00004,GC Nước uống đóng chai Vihawa (vòi) 1bình x 20lít,Bin,,Bin,Bin,FG,,,,,1,1,,Active
97KM00333,Tủ lạnh Toshiba GR-S25VPB 226Lit,Cai,,Cai,,POSM,0.053,0.62176,,,1,,,Active
97KM00334,Máy lạnh LG S09ENA,Cai,,Cai,,POSM,0.04,1.00513,,,1,,,Active
99C300102,BTP Cà phê hòa tan sau ly tâm C502,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99C300101,BTP Cà phê hòa tan sau trích ly C502,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
ATDV00040,Mỡ bò tươi,Kgs,,Kgs,,RM,0.001,0.0015372,200,,1,,,Active
99M100376,BTP1 màng rau OMC spa bò khổ 120mm,Met,M2,M2,,IP,,,,,1,,,Active
97KM00437,Keo nhựa vuông 10kg XXTT Kokomi cao bồi,Cai,,Cai,,POSM,0.000276,0.00804375,,,1,,,Active
99VH00035,BTP nước khoáng Krông pha,Lit,,Lit,,IP,,,,,1,,,Active
97KM00510,Tivi LCD Sony 43'' KLD-43W780C VN3,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00376,Áo mưa cánh dơi mì Omachi chua cay,Cai,,Cai,,POSM,0.0007,0.00073333,,,1,,,Active
99M300288,BTP3 Màng mì Kokomi Hương Gà 65gr,Met,M2,M2,,IP,,,,,1,,,Active
99M100363,BTP1 Màng mì Kokomi Hương Gà 65gr,Met,M2,M2,,IP,,,,,1,,,Active
04MS00487,Màng mì Kokomi Gà sa tế (2000m x 262mm x 39µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGBL00101,Vách ngăn (755x400)mm,Cai,,Cai,,PG,,0.001575,"3,000",,1,,,Active
97KM00489,Thùng carton KM (540x230x350)mm,Cai,,Cai,,POSM,,,,,1,,,Active
BNMC00251,Màng co 335m x 200mm x 50µm,Kgs,,Kgs,,PG,0.001,0.0011088,,,1,,,Active
97KM00508,"Tivi LCD Sony 32'', model: KDL 32R 300C VN3",Cai,,Cai,,POSM,0.005,0.067301496,,,1,,,Active
97KM00507,Tủ lạnh Sanyo SR-145PN(VS) - 130L,Cai,,Cai,,POSM,,,,,1,,,Active
99M200248,BTP2 màng dầu mì Chinsu xốt cá hồi MB (ghép L1),Met,M2,M2,,IP,,,,,1,,,Active
97KM00527,Móc treo mì Lovemi (400x550)mm,Cai,,Cai,,POSM,0.000135,0.0011583,,,1,,,Active
99M100358,BTP1 màng rau Chinsu xốt cá hồi,Met,M2,M2,,IP,,,,,1,,,Active
97KM00276,Tủ mát mini Kangaroo 72Lit,Cai,,Cai,,POSM,0.031,0.1735005,,,1,,,Active
97KM00348,Móc treo Cháo Komi (600 x 390)mm,Cai,,Cai,,POSM,0.0001,0.00042,,,1,,,Active
97KM00347,Bảng kệ hiện đại nhỏ Nam Ngư (700 x 220)mm,Cai,,Cai,,POSM,0.0001375,0.0008,,,1,,,Active
04VF00954,Chai PET NC TTT nhị Ca 500ml (218.5x64)mm,Cai,,Cai,Cai,FG,,,"2,700",,1,1,,Active
04VF00955,Chai nhựa PET NC TTT Nhị ca 800ml,Cai,,Cai,,PG,,,,,1,,,Active
97KM00568,Voucher điện máy Nguyễn Kim 1.000.000đ,Cai,,Cai,,POSM,,,,,1,,,Active
AEGH00057,Keo dán hộp bột giặt Adtek (BBB000011),Kgs,,Kgs,,PG,0.001,,500,,1,,,Active
97KM00562,Poster NC Nam Ngư Đệ Nhị tặng vá (400x600)mm,Cai,,Cai,,POSM,0.00006,0.000288,,,1,,,Active
BGBL00330,Bộ vách ngăn tổ ong Homecare (1 dài 230x517mm + 2 ngắn 230x272mm) (BBL064011),Bo,,Bo,,PG,,,"1,120",,1,,,Active
BGBL00331,Vách ngăn chữ U nước rửa chén NET 750gr (470x273)mm (BBL061022),Cai,,Cai,,PG,,,"2,500",,1,,,Active
97KM00563,Chảo cao cấp Lock & Lock 24cm,Cai,,Cai,,POSM,0.000335,0.0016848,800,,1,,,Active
97KM00569,Voucher điện máy Điện Máy Xanh 1.000.000đ,Cai,,Cai,,POSM,,,,,1,,,Active
AMAL10002,Màng nhôm cuộn 12000m x 840mm x 6µm,Cuo,Met,Met,,RM,,,,,0,,,Active
BGBL00333,Vách ngăn chữ U bột giặt 300gr (575x220)mm (BBB090015),Cai,,Cai,,PG,,,"3,200",,1,,,Active
BGBL00332,Vách ngăn chữ U thùng bột giặt 6kg (515x320)mm,Cai,,Cai,,PG,,,"3,000",,1,,,Active
97KM00566,Quạt hơi nước 220V,Cai,,Cai,,POSM,,,,,1,,,Active
99C200029,BTP Quả cà phê Robusta sau rang,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
04MS00998,Màng mì Omachi Spaghetti Bò XK Mỹ 91gr (1800m x 290mm x 46µm),Cuo,Met,Met,,PG,1.33E-05,2.39E-05,"86,400",,0,,,Active
04HP00014,Nước rửa chén NET đậm đặc hương Chanh 30chai x 250gr,Cha,Thu,Thu,Cha,FG,8.76E-03,0.022344,70,10,30,30,,Active
ABBB00049,Bột trứng sấy FD,Kgs,,Kgs,,RM,0.001,,500,,1,,,Active
AML600018,Màng nhựa 3 lớp cuộn 6000m x 840mm x 30µm (T/c cuộn cà phê),Cuo,Met,Met,,RM,,,,,0,,,Active
PRMS00615,Premix PR00615,Kgs,,Kgs,,RM,0.001,0.0020812,200,,1,,,Active
97KM00565,Quạt cây Korihome,Cai,,Cai,,POSM,0.0055,0.047196,,,1,,,Active
97KM00572,Xe máy Honda SH 125cc,Chi,,Chi,,POSM,,,,,1,,,Active
97KM00567,Đai Massage bụng,Cai,,Cai,,POSM,0.0021,0.008729,,,1,,,Active
97KM02488,Bảng kệ cà phê Wake up (520x155)mm,Cai,,Cai,,POSM,0.00007,0.0001196,"1,322",,1,,,Active
BGTT00114,Thùng carton tương cà Chinsu 250gr (352x215x160)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM00574,Hộp giấy Vinacafe Chất,Cai,,Cai,,POSM,0.000141667,0.000355163,"5,000",,1,,,Active
BGTT00116,Thùng carton tương cà Chinsu 2.1kg (374x252x274)mm,Cai,,Cai,,PG,,,,,1,,,Active
98VH00005,GC Nước tăng lực vị cà phê Wake Up 247 có gas dùng cho các scheme KM,Cha,Thu,Thu,Cha,FG,9.36E-03,0.018966648,50,,24,24,,Active
97KM02489,Lịch đại Tết 2022 - đội sỉ (200x300)cm,Bo,,Bo,,POSM,0.0022,0.005952,300,,1,,,Active
03HG00056,Hạt nêm Nam Ngư 3 vị KM 8chai TOCS MB 250gr 8bịch x 1gói x 800gr,Bic,Thu,Thu,Goi,FG,0.0095,0.026337504,50,,8,8,Y,Active
BNNA00100,Nắp PP chai tương cà 250gr,Cai,,Cai,,PG,,,,,1,,,Active
06KM00133,Ly nhựa cà phê WUSG vị sữa đặc (80x80x120)mm,Cai,,Cai,,POSM,0.000048,0.000864,"4,320",,1,,,Active
BGBL00110,Hanger giấy cà phê VCF Chất Sài Gòn (204.5x200)mm,Cai,,Cai,,POSM,0.0000147,0.000233514,"10,160",,1,,,Active
97KM00548,Rổ nhựa vuông Omachi,Cai,,Cai,,POSM,0.000186,0.00158976,,,1,,,Active
03CA00001,Tương cà Chinsu chai eo 24chai x 250gr,Cha,Thu,Thu,Cha,FG,6.90E-03,0.0121088,126,,24,24,,Active
BGTT00115,Thùng carton TO Chinsu bầu XK Nga KBG 250ml (363x245x192)mm,Cai,,Cai,,PG,,,,,1,,,Active
03HG00055,Hạt nêm Nam Ngư 3 vị KM 8chai TOCS MN 250gr 8bịch x 1gói x 800gr,Bic,Thu,Thu,Goi,FG,0.0095,0.026337504,50,,8,8,Y,Active
BGNF00331,Nhãn decal túi cà phê WU Hương chồn XK EVT (25x45)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BNCH00086,Chai nhựa HDPE tương cà 250gr,Cai,,Cai,,PG,,,,,1,,,Active
97KM02487,Bảng kệ cà phê Wake up (535x245)mm,Cai,,Cai,,POSM,0.00009,0.00026215,974,,1,,,Active
97KM00555,"Áo Thun Sư Tử Trắng "" Vì bạn cạn bia""",Cai,,Cai,,POSM,,,"1,250",,1,,,Active
BGTG00042,Thùng carton hạt nêm Nam Ngư 3 vị 800gr KM 8chai TOCS MB 250gr (430x245x250)mm,Cai,,Cai,,PG,0.000791,0.00158025,,,1,,,Active
97KM00538,Thùng carton trưng bày bia Sư Tử Trắng 3 line (270x400x360)mm,Cai,,Cai,,POSM,0.001,0.000004221,100,,1,,,Active
97KM00573,Ly thủy tinh Vinacafe 280ml,Cai,,Cai,,POSM,0.000236111,0.0006375,"2,880",,1,,,Active
97KM00541,Quạt điều khiển từ xa Asia 55W,Cai,,Cai,,POSM,0.0068,0.096475875,,,1,,,Active
BNMC00266,Màng co POF hũ nhựa 48viên (315x230)mm,Kgs,,Kgs,,PG,0.001,,100,,1,,,Active
APHC00052,Hóa chất V-04,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM00543,Lò nướng Sanyo 60Lit,Cai,,Cai,,POSM,0.0124,0.1118,,,1,,,Active
97KM00545,Máy ép trái cây Panasonic 1.5Lit,Cai,,Cai,,POSM,0.0041,0.02529792,,,1,,,Active
97KM00547,Nồi cơm điện Tiger 2.7Lit,Cai,,Cai,,POSM,0.0053,0.04257792,36,,1,,,Active
BGHF00074,Hộp cà phê De Nam chuẩn 24viên (250x130x65)mm,Cai,,Cai,,PG,,,"20,000",,1,,,Active
BGTF00220,Thùng carton cà phê De Nam chuẩn hộp 24viên (425x260x265)mm,Cai,,Cai,,PG,,,720,,1,,,Active
BGCO00053,Thùng carton 5 lớp in 1 màu (đen) 530mm x 390mm x 360mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM00540,Bộ bình trà Minh Long 0.45Lit,Bo,,Bo,,POSM,0.020625,0.0075,,,1,,,Active
97KM00542,Máy hút bụi Panasonic 1.4Lit,Cai,,Cai,,POSM,0.032,0.018423816,,,1,,,Active
97KM00557,"Sticker nhãn decal giấy ""Tặng muỗng đậm đà"" (180x20)mm",Cai,,Cai,,POSM,6.32455E-07,4.36893E-07,,,1,,,Active
97KM00544,Máy đếm tiền Silicon,Cai,,Cai,,POSM,0.0055,0.0116382,,,1,,,Active
97KM00546,Máy nước uống nóng lạnh CNC 20Lit,Cai,,Cai,,POSM,0.018,0.1371825,,,1,,,Active
BNHO00016,Hũ nhựa cà phê De Nam chuẩn 48viên (150x100x175)mm,Cai,,Cai,,PG,,,"1,000",,1,,,Active
03OT00119,TO Chinsu chai eo XK Macau 24chai x 250gr,Cha,Thu,Thu,Cha,FG,6.90E-03,0.0123228,112,,24,24,Y,Active
BGTM00518,Thùng carton OMC Spaghetti Bò KM 3chai TOCS MN 250gr (345x225x240)mm,Cai,,Cai,,PG,,,,,1,,,Active
04MS01000,Màng dầu mì Omachi Spaghetti Bò XK Mỹ 91gr (1300m x 140mm x 69µm),Cuo,Met,Met,,PG,1.03E-05,1.04E-05,"62,400",,0,,,Active
97KM00559,Bảng giải thưởng bia Sư Tử Trắng (300x800)mm,Cai,,Cai,,POSM,,,,,1,,,Active
04MS00999,Màng rau mì Omachi Spaghetti Bò XK Mỹ 91gr (1800m x 120mm x 49µm),Cuo,Met,Met,,PG,5.184E-06,0.0000075,"129,600",,0,,,Active
97KM00560,Phiếu thăm bia Sư Tử Trắng (200x300)mm,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00539,Bộ áo khoác & váy chống nắng STT,Bo,,Bo,,POSM,0.000576,0.002016,525,,1,,,Active
06KM00131,Muỗng inox Kachi,Cai,,Cai,,POSM,,,,,1,,,Active
97KM00561,Ly thủy tinh Lemona sọc trung,Cai,,Cai,,POSM,0.000229167,0.000726042,,,1,,,Active
06KM00129,Chảo cao cấp Lock & Lock 20cm,Cai,,Cai,,POSM,,,,,1,,,Active
BGTV00080,Thùng carton giấy vàng NK Vĩnh Hảo không gas TN 24chai x 500ml (393x264x216)mm,Cai,,Cai,,PG,,,,,1,,,Active
06KM00132,Muỗng inox VCF,Cai,,Cai,,POSM,,,,,1,,,Active
99TO20032,BTP2 Tương cà Chinsu nội địa,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
06KM00127,Hộp nhựa KM (170x150x90)mm,Cai,,Cai,,POSM,0.0004657,0.003267917,720,,1,,,Active
97KM00556,Khung kệ Coffee Shop (1200x70x25)mm,Cai,,Cai,,POSM,0.00075,0.0288,,,1,,,Active
ANKS00081,Zamivet 80 (Enramycin 8%),Kgs,,Kgs,,RM,0.001,,,,1,,,Active
97KM00575,Decal ly thuỷ tinh cà phê Vinacafe 280ml,Cai,,Cai,,POSM,0.0000059,0.0000049,,,1,,,Active
BGNM00049,Nhãn nắp mì Omachi hộp Sườn (101mm x 180µm),Cai,,Cai,,PG,6.66667E-06,0.000018,,,1,,,Active
BGNM00050,Nhãn nắp mì Omachi hộp Tôm chua cay 5 sao (101mm x 180µm),Cai,,Cai,,PG,6.66667E-06,0.000018,,,1,,,Active
97KM00549,Muỗng cháo Komi KM,Cai,,Cai,,POSM,,,,,1,,,Active
06KM00130,Chén sứ trắng cao cấp,Cai,,Cai,,POSM,,,,,1,,,Active
BGNM00051,Nhãn nắp mì Omachi hộp XBH (101mm x 180µm),Cai,,Cai,,PG,6.66667E-06,0.000018,,,1,,,Active
